Driver,Year,Round,EventName,Team,Qualifying_Pace,BestQualifyingTime,FieldMedian,QualifyingPosition,GridPosition,Race_Pace,TotalCleanLaps,NumStints,QP_Score,RP_Score,Overall_Pace_Score
OCO,2023,16,Japanese Grand Prix,Alpine,0.1610000000000013,90.586,90.425,14.0,14.0,97.69909517819708,45.0,2.0,3.8988496628322,2.375527195347142,3.137188429089671
MAG,2023,16,Japanese Grand Prix,Haas F1 Team,0.2400000000000091,90.665,90.425,15.0,15.0,97.72003083294985,41.0,3.0,3.616818722729039,2.29365210753074,2.9552354151298896
BOT,2023,16,Japanese Grand Prix,Alfa Romeo,0.6240000000000094,91.049,90.425,16.0,16.0,,,,2.245934153113806,0.1,1.1729670765569031
STR,2023,16,Japanese Grand Prix,Aston Martin,0.7560000000000002,91.181,90.425,17.0,17.0,97.26394025157232,12.0,2.0,1.774692582308603,4.077329610980529,2.926011096644566
HUL,2023,16,Japanese Grand Prix,Haas F1 Team,0.8740000000000094,91.299,90.425,18.0,18.0,97.33849999999998,40.0,4.0,1.3534311781038897,3.785741598942166,2.5695863885230277
ZHO,2023,16,Japanese Grand Prix,Alfa Romeo,0.972999999999999,91.398,90.425,19.0,19.0,97.7889761904762,42.0,3.0,1.0,2.024020836444968,1.512010418222484
SAR,2023,16,Japanese Grand Prix,,,,,,,97.9411352201258,12.0,1.0,0.1,1.4289578177941664,0.7644789088970833
VER,2023,17,Qatar Grand Prix,Red Bull Racing,-1.2800000000000011,83.778,85.058,1.0,1.0,85.64901679731244,47.0,4.0,10.0,9.973209300145312,9.986604650072657
RUS,2023,17,Qatar Grand Prix,Mercedes,-0.8390000000000128,84.219,85.058,2.0,2.0,86.13928641370869,43.0,4.0,8.913793103448302,8.209555936095512,8.561674519771907
HAM,2023,17,Qatar Grand Prix,Mercedes,-0.7530000000000001,84.305,85.058,3.0,3.0,,,,8.701970443349751,0.1,4.400985221674875
ALO,2023,17,Qatar Grand Prix,Aston Martin,-0.6890000000000072,84.369,85.058,4.0,4.0,86.35227392344497,44.0,4.0,8.544334975369472,7.443373155265421,7.993854065317446
LEC,2023,17,Qatar Grand Prix,Ferrari,-0.6340000000000003,84.424,85.058,5.0,5.0,86.32221624713958,46.0,4.0,8.408866995073888,7.551500031087714,7.980183513080801
PIA,2023,17,Qatar Grand Prix,McLaren,-0.5180000000000007,84.54,85.058,6.0,6.0,85.64156937799044,44.0,4.0,8.123152709359603,10.0,9.0615763546798
GAS,2023,17,Qatar Grand Prix,Alpine,-0.5050000000000097,84.553,85.058,7.0,7.0,86.768225,40.0,4.0,8.091133004926128,5.947066855807715,7.019099930366922
NOR,2023,17,Qatar Grand Prix,McLaren,-0.3730000000000046,84.685,85.058,10.0,10.0,85.81011578947368,45.0,4.0,7.766009852216755,9.393685768667536,8.579847810442146
OCO,2023,17,Qatar Grand Prix,Alpine,-0.2950000000000017,84.763,85.058,8.0,8.0,86.70376430205948,46.0,4.0,7.573891625615762,6.178952175578192,6.876421900596977
BOT,2023,17,Qatar Grand Prix,Alfa Romeo,0.0,85.058,85.058,9.0,9.0,87.16632280701754,45.0,3.0,6.847290640394083,4.514984358572429,5.681137499483256
TSU,2023,17,Qatar Grand Prix,AlphaTauri,0.242999999999995,85.301,85.058,11.0,11.0,87.50415789473684,45.0,4.0,6.24876847290641,3.299685737112189,4.7742271050093
PER,2023,17,Qatar Grand Prix,Red Bull Racing,0.4039999999999963,85.462,85.058,13.0,20.0,86.82596710526316,40.0,4.0,5.852216748768475,5.739350418180503,5.795783583474488
ALB,2023,17,Qatar Grand Prix,Williams,0.6489999999999867,85.707,85.058,14.0,13.0,86.9974871481028,43.0,4.0,5.248768472906429,5.122339103509072,5.18555378820775
HUL,2023,17,Qatar Grand Prix,Haas F1 Team,0.7249999999999943,85.783,85.058,15.0,14.0,87.2256913875598,44.0,4.0,5.06157635467981,4.30141697994946,4.681496667314635
SAR,2023,17,Qatar Grand Prix,Williams,1.1519999999999868,86.21,85.058,16.0,15.0,87.61570235934664,29.0,3.0,4.009852216748792,2.898425361859358,3.454138789304075
STR,2023,17,Qatar Grand Prix,Aston Martin,1.286999999999992,86.345,85.058,17.0,16.0,87.23238947368421,45.0,3.0,3.6773399014778434,4.277321866299894,3.9773308838888686
LAW,2023,17,Qatar Grand Prix,AlphaTauri,1.5769999999999982,86.635,85.058,18.0,17.0,88.14343660287082,44.0,3.0,2.963054187192113,1.0,1.9815270935960565
MAG,2023,17,Qatar Grand Prix,Haas F1 Team,1.9879999999999995,87.046,85.058,19.0,18.0,87.70262471395881,46.0,3.0,1.950738916256148,2.5857384279846256,2.2682386721203867
ZHO,2023,17,Qatar Grand Prix,Alfa Romeo,2.3739999999999952,87.432,85.058,20.0,19.0,86.9157403508772,45.0,4.0,1.0,5.416407936464675,3.2082039682323376
LEC,2023,18,United States Grand Prix,Ferrari,-0.8589999999999947,94.723,95.582,1.0,1.0,100.47021428571428,49.0,2.0,10.0,6.210540326429353,8.105270163214676
NOR,2023,18,United States Grand Prix,McLaren,-0.7289999999999992,94.853,95.582,2.0,2.0,99.98710204081632,49.0,3.0,9.443916349809903,8.546294679508462,8.995105514659183
HAM,2023,18,United States Grand Prix,Mercedes,-0.7199999999999989,94.862,95.582,3.0,3.0,99.68642708333331,48.0,3.0,9.405418250950587,10.0,9.702709125475295
SAI,2023,18,United States Grand Prix,Ferrari,-0.6370000000000005,94.945,95.582,4.0,4.0,100.02800285714288,50.0,3.0,9.050380228136907,8.348547135768634,8.699463681952771
VER,2023,18,United States Grand Prix,Red Bull Racing,-0.5739999999999981,95.008,95.582,6.0,6.0,99.70915966386556,51.0,3.0,8.780893536121688,9.890092365706709,9.335492950914198
RUS,2023,18,United States Grand Prix,Mercedes,-0.5030000000000001,95.079,95.582,5.0,5.0,100.09674285714289,50.0,3.0,8.477186311787095,8.016202518288319,8.246694415037707
GAS,2023,18,United States Grand Prix,Alpine,-0.492999999999995,95.089,95.582,7.0,7.0,100.53636428571428,50.0,3.0,8.434410646387834,5.890717858487561,7.162564252437697
OCO,2023,18,United States Grand Prix,Alpine,-0.4279999999999972,95.154,95.582,8.0,8.0,101.54792857142856,1.0,1.0,8.156368821292787,1.0,4.578184410646394
PER,2023,18,United States Grand Prix,Red Bull Racing,-0.4089999999999918,95.173,95.582,9.0,9.0,100.0036685714286,50.0,3.0,8.075095057034208,8.466198705122236,8.270646881078221
PIA,2023,18,United States Grand Prix,McLaren,-0.1149999999999948,95.467,95.582,10.0,10.0,100.10330357142855,8.0,1.0,6.817490494296577,7.984482732433247,7.400986613364912
TSU,2023,18,United States Grand Prix,AlphaTauri,0.1150000000000091,95.697,95.582,11.0,11.0,100.62540121580548,47.0,3.0,5.833650190114051,5.460241505959581,5.646945848036816
ZHO,2023,18,United States Grand Prix,Alfa Romeo,0.1159999999999996,95.698,95.582,12.0,12.0,101.40254664723032,49.0,3.0,5.829372623574168,1.7028935115829893,3.7661330675785782
BOT,2023,18,United States Grand Prix,Alfa Romeo,0.2760000000000104,95.858,95.582,13.0,13.0,101.41506442577032,51.0,3.0,5.144961977186288,1.6423724711323788,3.3936672241593335
MAG,2023,18,United States Grand Prix,Haas F1 Team,0.2980000000000018,95.88,95.582,14.0,17.0,101.39804126984126,45.0,3.0,5.050855513307998,1.7246761406922908,3.3877658270001447
RIC,2023,18,United States Grand Prix,AlphaTauri,0.3920000000000101,95.974,95.582,15.0,14.0,101.53501285714286,50.0,3.0,4.648764258555111,1.0624449828887013,2.8556046207219064
HUL,2023,18,United States Grand Prix,Haas F1 Team,0.6530000000000058,96.235,95.582,16.0,18.0,101.1599504373178,49.0,3.0,3.5323193916349767,2.875799310034383,3.2040593508346795
ALO,2023,18,United States Grand Prix,Aston Martin,0.686000000000007,96.268,95.582,17.0,19.0,100.38751607142858,40.0,3.0,3.391159695817481,6.610370212857753,5.000764954337617
ALB,2023,18,United States Grand Prix,Williams,0.7330000000000041,96.315,95.582,18.0,15.0,101.17476507936507,45.0,3.0,3.190114068441068,2.8041733783452347,2.997143723393151
STR,2023,18,United States Grand Prix,Aston Martin,1.007000000000005,96.589,95.582,19.0,20.0,100.44076428571428,50.0,3.0,2.0180608365018995,6.352925385853312,4.185493111177606
SAR,2023,18,United States Grand Prix,Williams,1.2450000000000043,96.827,95.582,20.0,16.0,101.19097714285714,50.0,3.0,1.0,2.725791183992083,1.8628955919960415
LEC,2023,19,Mexico City Grand Prix,Ferrari,-0.8840000000000003,77.166,78.05,1.0,1.0,81.66237625754528,63.0,2.0,10.0,7.380005842109581,8.690002921054791
SAI,2023,19,Mexico City Grand Prix,Ferrari,-0.8169999999999931,77.233,78.05,2.0,2.0,81.81823761926398,62.0,3.0,9.862579762989958,6.633652870814486,8.248116316902221
VER,2023,19,Mexico City Grand Prix,Red Bull Racing,-0.7869999999999919,77.263,78.05,3.0,3.0,81.11524122512856,63.0,3.0,9.80104831358248,10.0,9.90052415679124
RIC,2023,19,Mexico City Grand Prix,AlphaTauri,-0.6679999999999922,77.382,78.05,4.0,4.0,82.08864341605187,63.0,3.0,9.556973564266164,5.338795905222913,7.447884734744538
PER,2023,19,Mexico City Grand Prix,Red Bull Racing,-0.6269999999999953,77.423,78.05,5.0,5.0,,,,9.472880583409289,0.1,4.786440291704644
HAM,2023,19,Mexico City Grand Prix,Mercedes,-0.5960000000000036,77.454,78.05,6.0,6.0,81.54783188016992,63.0,3.0,9.409298085688247,7.928509560135166,8.668903822911707
PIA,2023,19,Mexico City Grand Prix,McLaren,-0.4269999999999925,77.623,78.05,7.0,7.0,82.07527699530516,63.0,3.0,9.062670920692783,5.40280194065002,7.232736430671402
RUS,2023,19,Mexico City Grand Prix,Mercedes,-0.3769999999999953,77.673,78.05,8.0,8.0,82.08450499772832,62.0,3.0,8.960118505013664,5.358613009206757,7.15936575711021
BOT,2023,19,Mexico City Grand Prix,Alfa Romeo,-0.0339999999999918,78.016,78.05,9.0,9.0,82.90983074719503,59.0,2.0,8.256608933454862,1.4064832535811025,4.831546093517982
ZHO,2023,19,Mexico City Grand Prix,Alfa Romeo,0.0,78.05,78.05,10.0,10.0,82.99471690140845,60.0,3.0,8.186873290793073,1.0,4.593436645396537
GAS,2023,19,Mexico City Grand Prix,Alpine,0.4710000000000036,78.521,78.05,11.0,11.0,82.68111244888686,62.0,3.0,7.220829535095711,2.5017167331906283,4.86127313414317
HUL,2023,19,Mexico City Grand Prix,Haas F1 Team,0.4740000000000037,78.524,78.05,12.0,12.0,82.71580328638498,60.0,3.0,7.214676390154963,2.335597244961312,4.7751368175581375
ALO,2023,19,Mexico City Grand Prix,Aston Martin,0.6880000000000024,78.738,78.05,13.0,13.0,82.84308255086071,36.0,3.0,6.775752051048312,1.726111634299441,4.250931842673877
ALB,2023,19,Mexico City Grand Prix,Williams,0.7780000000000058,78.828,78.05,14.0,14.0,82.62035123239437,64.0,2.0,6.59115770282588,2.7926760445209293,4.691916873673405
TSU,2023,19,Mexico City Grand Prix,AlphaTauri,0.8400000000000034,78.89,78.05,15.0,18.0,82.38349125789219,58.0,3.0,6.46399270738377,3.9268965068676662,5.195444607125719
OCO,2023,19,Mexico City Grand Prix,Alpine,1.0300000000000011,79.08,78.05,16.0,15.0,82.96511590856615,61.0,2.0,6.074293527803101,1.1417464130783823,3.6080199704407416
MAG,2023,19,Mexico City Grand Prix,Haas F1 Team,1.1129999999999995,79.163,78.05,17.0,16.0,82.40521464788733,25.0,2.0,5.904056517775757,3.8228725429378505,4.863464530356804
STR,2023,19,Mexico City Grand Prix,Aston Martin,1.1770000000000067,79.227,78.05,18.0,0.0,82.80289884763124,55.0,2.0,5.772789425706463,1.9185340921314544,3.845661758918959
NOR,2023,19,Mexico City Grand Prix,McLaren,3.504000000000005,81.554,78.05,19.0,17.0,81.88715197637437,62.0,3.0,1.0,6.303651678555844,3.651825839277922
SAR,2023,19,Mexico City Grand Prix,,,,,,,82.81305065480603,57.0,3.0,0.1,1.869921457381116,0.9849607286905581
NOR,2023,20,São Paulo Grand Prix,McLaren,-0.4039999999999963,70.021,70.425,7.0,6.0,73.81677396637893,62.0,3.0,10.0,9.326149487372874,9.663074743686437
VER,2023,20,São Paulo Grand Prix,Red Bull Racing,-0.262999999999991,70.162,70.425,1.0,1.0,73.71186653252849,63.0,3.0,8.988038277511928,10.0,9.494019138755963
PER,2023,20,São Paulo Grand Prix,Red Bull Racing,-0.206000000000003,70.219,70.425,9.0,9.0,74.17183925776884,63.0,3.0,8.578947368421106,7.045463364020727,7.812205366220917
ALO,2023,20,São Paulo Grand Prix,Aston Martin,-0.1880000000000024,70.237,70.425,4.0,4.0,74.1840813771518,63.0,3.0,8.449760765550288,6.966828722803489,7.708294744176888
SAI,2023,20,São Paulo Grand Prix,Ferrari,-0.1709999999999922,70.254,70.425,8.0,7.0,74.41279901632014,63.0,3.0,8.327751196172226,5.497709779143426,6.912730487657826
HAM,2023,20,São Paulo Grand Prix,Mercedes,-0.1589999999999918,70.266,70.425,5.0,5.0,74.60164744019673,63.0,3.0,8.241626794258348,4.284682231262654,6.263154512760501
LEC,2023,20,São Paulo Grand Prix,Ferrari,-0.1219999999999998,70.303,70.425,2.0,2.0,,,,7.976076555023956,0.1,4.038038277511978
RUS,2023,20,São Paulo Grand Prix,Mercedes,-0.1089999999999946,70.316,70.425,6.0,8.0,74.66060944835681,48.0,3.0,7.882775119617221,3.9059523551622,5.89436373738971
PIA,2023,20,São Paulo Grand Prix,McLaren,-0.0949999999999988,70.33,70.425,10.0,10.0,74.61688982280782,62.0,3.0,7.78229665071773,4.186776039497581,5.984536345107656
STR,2023,20,São Paulo Grand Prix,Aston Martin,-0.0499999999999971,70.375,70.425,3.0,3.0,74.26330494075565,63.0,3.0,7.459330143540686,6.457953069408839,6.958641606474762
HUL,2023,20,São Paulo Grand Prix,Haas F1 Team,0.0499999999999971,70.475,70.425,11.0,11.0,75.08972475531152,59.0,3.0,6.7416267942584325,1.1496217601367813,3.9456242771976067
OCO,2023,20,São Paulo Grand Prix,Alpine,0.1370000000000004,70.562,70.425,12.0,14.0,74.59426830985915,60.0,4.0,6.117224880382813,4.3320805001766685,5.224652690279741
GAS,2023,20,São Paulo Grand Prix,Alpine,0.1419999999999959,70.567,70.425,13.0,15.0,74.46190677397719,63.0,3.0,6.081339712918731,5.182276578114504,5.631808145516617
MAG,2023,20,São Paulo Grand Prix,Haas F1 Team,0.1770000000000067,70.602,70.425,14.0,12.0,,,,5.830143540669851,0.1,2.965071770334925
ALB,2023,20,São Paulo Grand Prix,Williams,0.1959999999999979,70.621,70.425,15.0,13.0,,,,5.693779904306278,0.1,2.896889952153139
TSU,2023,20,São Paulo Grand Prix,AlphaTauri,0.4120000000000061,70.837,70.425,16.0,16.0,74.51610199909132,62.0,3.0,4.143540669856464,4.834165115611661,4.488852892734062
RIC,2023,20,São Paulo Grand Prix,AlphaTauri,0.4180000000000063,70.843,70.425,17.0,17.0,74.49627654817795,63.0,3.0,4.100478468899524,4.96150966852567,4.530994068712597
BOT,2023,20,São Paulo Grand Prix,Alfa Romeo,0.5300000000000011,70.955,70.425,18.0,18.0,74.69690669014085,32.0,2.0,3.296650717703393,3.672804768900623,3.484727743302008
SAR,2023,20,São Paulo Grand Prix,Williams,0.6099999999999994,71.035,70.425,19.0,19.0,75.11301840072694,62.0,3.0,2.7224880382775707,1.0,1.8612440191387853
ZHO,2023,20,São Paulo Grand Prix,Alfa Romeo,0.8500000000000085,71.275,70.425,20.0,20.0,74.37145352112677,15.0,2.0,1.0,5.763283743812053,3.3816418719060266
LEC,2023,21,Las Vegas Grand Prix,Ferrari,-0.9699999999999988,92.726,93.696,1.0,1.0,96.30373684210524,38.0,2.0,10.0,9.808831896382571,9.904415948191286
SAI,2023,21,Las Vegas Grand Prix,Ferrari,-0.926000000000002,92.77,93.696,2.0,12.0,97.1215,40.0,2.0,9.893576995431344,7.385335547331222,8.639456271381283
VER,2023,21,Las Vegas Grand Prix,Red Bull Racing,-0.5919999999999987,93.104,93.696,3.0,2.0,96.23923076923076,39.0,3.0,9.085729642569202,10.0,9.542864821284601
RUS,2023,21,Las Vegas Grand Prix,Mercedes,-0.5840000000000032,93.112,93.696,4.0,3.0,96.8234871794872,39.0,3.0,9.06638000537491,8.26851666830839,8.66744833684165
GAS,2023,21,Las Vegas Grand Prix,Alpine,-0.4569999999999936,93.239,93.696,5.0,4.0,97.3167837837838,37.0,2.0,8.759204514915334,6.806598864882355,7.782901689898845
ALB,2023,21,Las Vegas Grand Prix,Williams,-0.3730000000000046,93.323,93.696,6.0,5.0,97.58963157894738,38.0,2.0,8.556033324375184,5.997995996139817,7.2770146602575005
SAR,2023,21,Las Vegas Grand Prix,Williams,-0.1829999999999927,93.513,93.696,7.0,6.0,97.85084210526315,38.0,2.0,8.096479441010468,5.2238809595932905,6.660180200301879
BOT,2023,21,Las Vegas Grand Prix,Alfa Romeo,-0.1709999999999922,93.525,93.696,8.0,7.0,99.27611111111112,36.0,2.0,8.067454985219012,1.0,4.533727492609506
MAG,2023,21,Las Vegas Grand Prix,Haas F1 Team,-0.1589999999999918,93.537,93.696,9.0,8.0,97.78391891891891,37.0,3.0,8.038430529427558,5.422212342226968,6.730321435827262
ALO,2023,21,Las Vegas Grand Prix,Aston Martin,-0.1409999999999911,93.555,93.696,10.0,9.0,97.33810256410256,39.0,2.0,7.994893845740376,6.743419219565778,7.3691565326530775
HAM,2023,21,Las Vegas Grand Prix,Mercedes,0.1410000000000053,93.837,93.696,11.0,10.0,96.88010810810812,37.0,3.0,7.312819134641218,8.100716722238456,7.706767928439837
PER,2023,21,Las Vegas Grand Prix,Red Bull Racing,0.159000000000006,93.855,93.696,12.0,11.0,96.33175,40.0,2.0,7.2692824509540355,9.72581301099026,8.497547730972148
HUL,2023,21,Las Vegas Grand Prix,Haas F1 Team,0.2830000000000012,93.979,93.696,13.0,13.0,97.79127272727273,33.0,3.0,6.969363074442357,5.400418834504146,6.184890954473252
STR,2023,21,Las Vegas Grand Prix,Aston Martin,0.5030000000000001,94.199,93.696,14.0,19.0,97.0148717948718,39.0,2.0,6.437248051599038,7.701335434755092,7.0692917431770645
RIC,2023,21,Las Vegas Grand Prix,AlphaTauri,0.612000000000009,94.308,93.696,15.0,14.0,98.02445945945946,37.0,2.0,6.173609244826644,4.709354204548615,5.4414817246876295
NOR,2023,21,Las Vegas Grand Prix,McLaren,1.007000000000005,94.703,93.696,16.0,15.0,,,,5.218220908357964,0.1,2.6591104541789816
OCO,2023,21,Las Vegas Grand Prix,Alpine,1.1380000000000052,94.834,93.696,17.0,16.0,96.8535,36.0,2.0,4.901370599301258,8.179571647692873,6.540471123497065
ZHO,2023,21,Las Vegas Grand Prix,Alfa Romeo,1.1530000000000058,94.849,93.696,18.0,17.0,98.2010487804878,41.0,2.0,4.865090029561939,4.186019825074495,4.5255549273182165
PIA,2023,21,Las Vegas Grand Prix,McLaren,1.1539999999999964,94.85,93.696,19.0,18.0,96.658,36.0,3.0,4.862671324912674,8.758949101501493,6.810810213207084
TSU,2023,21,Las Vegas Grand Prix,AlphaTauri,2.7510000000000048,96.447,93.696,20.0,20.0,98.3096129032258,31.0,3.0,1.0,3.86428271506474,2.43214135753237
VER,2023,22,Abu Dhabi Grand Prix,Red Bull Racing,-0.6710000000000065,83.445,84.116,1.0,1.0,87.58617308992562,51.0,3.0,10.0,10.0,10.0
LEC,2023,22,Abu Dhabi Grand Prix,Ferrari,-0.5319999999999965,83.584,84.116,2.0,2.0,87.88618344827586,50.0,3.0,9.27012835472574,8.640708268515125,8.955418311620432
PIA,2023,22,Abu Dhabi Grand Prix,McLaren,-0.3340000000000032,83.782,84.116,3.0,3.0,88.13930358350237,51.0,3.0,8.23045507584597,7.493867510156827,7.862161293001399
RUS,2023,22,Abu Dhabi Grand Prix,Mercedes,-0.3280000000000029,83.788,84.116,4.0,4.0,87.88356167108752,52.0,3.0,8.198949824970823,8.652587058545912,8.425768441758368
NOR,2023,22,Abu Dhabi Grand Prix,McLaren,-0.2999999999999971,83.816,84.116,5.0,5.0,87.95416413793103,50.0,3.0,8.051925320886781,8.332700272201077,8.192312796543929
TSU,2023,22,Abu Dhabi Grand Prix,AlphaTauri,-0.1479999999999961,83.968,84.116,6.0,6.0,88.68344429708223,52.0,2.0,7.253792298716419,5.02846605935119,6.141129179033804
GAS,2023,22,Abu Dhabi Grand Prix,Alpine,-0.0379999999999967,84.078,84.116,10.0,10.0,88.6794983096687,51.0,3.0,6.6761960326720855,5.046344602256344,5.861270317464214
ALO,2023,22,Abu Dhabi Grand Prix,Aston Martin,-0.0319999999999964,84.084,84.116,7.0,7.0,88.1776352785146,52.0,3.0,6.644690781796939,7.3201936531258625,6.982442217461401
HUL,2023,22,Abu Dhabi Grand Prix,Haas F1 Team,-0.0079999999999955,84.108,84.116,8.0,8.0,88.93600663129973,52.0,3.0,6.518669778296352,3.8841525947287794,5.201411186512566
PER,2023,22,Abu Dhabi Grand Prix,Red Bull Racing,0.0,84.116,84.116,9.0,9.0,87.77667572944296,52.0,3.0,6.476662777129514,9.136867593019383,7.806765185074449
ALB,2023,22,Abu Dhabi Grand Prix,Williams,0.1820000000000021,84.298,84.116,14.0,14.0,88.62862772695284,49.0,3.0,5.521003500583419,5.276829852304814,5.3989166764441165
HAM,2023,22,Abu Dhabi Grand Prix,Mercedes,0.242999999999995,84.359,84.116,11.0,11.0,88.26793236074272,52.0,3.0,5.200700116686143,6.911074188301905,6.055887152494024
OCO,2023,22,Abu Dhabi Grand Prix,Alpine,0.2750000000000057,84.391,84.116,12.0,12.0,89.04396363636364,55.0,2.0,5.032672112018643,3.3950192689789707,4.213845690498807
STR,2023,22,Abu Dhabi Grand Prix,Aston Martin,0.2890000000000015,84.405,84.116,13.0,13.0,88.47691345503719,51.0,3.0,4.959159859976658,5.964219302779868,5.461689581378263
RIC,2023,22,Abu Dhabi Grand Prix,AlphaTauri,0.3259999999999934,84.442,84.116,15.0,15.0,88.45613594164456,52.0,3.0,4.76487747957997,6.058358392879044,5.411617936229507
SAI,2023,22,Abu Dhabi Grand Prix,Ferrari,0.6219999999999999,84.738,84.116,16.0,16.0,88.80451103448276,50.0,2.0,3.210618436406085,4.479934948587774,3.8452766924969293
MAG,2023,22,Abu Dhabi Grand Prix,Haas F1 Team,0.6479999999999961,84.764,84.116,17.0,17.0,89.2609476127321,52.0,3.0,3.074095682613807,2.411904797317872,2.7430002399658395
BOT,2023,22,Abu Dhabi Grand Prix,Alfa Romeo,0.671999999999997,84.788,84.116,18.0,18.0,89.57257024265645,54.0,2.0,2.94807467911322,1.0,1.97403733955661
ZHO,2023,22,Abu Dhabi Grand Prix,Alfa Romeo,1.0430000000000064,85.159,84.116,19.0,19.0,88.9404476127321,52.0,3.0,1.0,3.864031325003661,2.4320156625018305
SAR,2023,22,Abu Dhabi Grand Prix,,,,,,,88.86691007437457,51.0,3.0,0.1,4.19721638032247,2.1486081901612346
LEC,2024,1,Bahrain Grand Prix,Ferrari,-0.742999999999995,89.165,89.908,2.0,2.0,94.74963880288958,51.0,3.0,10.0,7.081396996712185,8.540698498356093
VER,2024,1,Bahrain Grand Prix,Red Bull Racing,-0.7289999999999992,89.179,89.908,1.0,1.0,94.06779484425348,49.0,3.0,9.929332585530029,10.0,9.964666292765013
RUS,2024,1,Bahrain Grand Prix,Mercedes,-0.4230000000000018,89.485,89.908,3.0,3.0,94.83814447884416,51.0,3.0,8.384744812114437,6.7025523528940285,7.5436485825042325
SAI,2024,1,Bahrain Grand Prix,Ferrari,-0.4009999999999962,89.507,89.908,4.0,4.0,94.47311740890687,52.0,3.0,8.273696017947273,8.265034632169987,8.26936532505863
PER,2024,1,Bahrain Grand Prix,Red Bull Racing,-0.3709999999999951,89.537,89.908,5.0,5.0,94.41211336032389,52.0,3.0,8.122265844082992,8.526159772536726,8.32421280830986
ALO,2024,1,Bahrain Grand Prix,Aston Martin,-0.3659999999999996,89.542,89.908,6.0,6.0,95.2943572874494,52.0,3.0,8.097027481772304,4.7497535395159245,6.423390510644115
NOR,2024,1,Bahrain Grand Prix,McLaren,-0.2939999999999969,89.614,89.908,7.0,7.0,94.83481203007518,49.0,3.0,7.73359506449803,6.716816752926085,7.2252059087120575
PIA,2024,1,Bahrain Grand Prix,McLaren,-0.2249999999999943,89.683,89.908,8.0,8.0,94.9454962406015,49.0,3.0,7.385305664610185,6.243037869697677,6.8141717671539315
HAM,2024,1,Bahrain Grand Prix,Mercedes,-0.1980000000000075,89.71,89.908,9.0,9.0,94.86899684210526,50.0,3.0,7.249018508132404,6.570490172197281,6.9097543401648425
HUL,2024,1,Bahrain Grand Prix,Haas F1 Team,-0.0570000000000021,89.851,89.908,10.0,10.0,95.18970569280344,49.0,3.0,6.537296690970286,5.197710076439009,5.867503383704648
STR,2024,1,Bahrain Grand Prix,Aston Martin,0.0570000000000021,89.965,89.908,12.0,12.0,95.5233532388664,52.0,3.0,5.96186203028602,3.769546465622693,4.865704247954357
TSU,2024,1,Bahrain Grand Prix,RB,0.2210000000000036,90.129,89.908,11.0,11.0,95.81133619763696,49.0,3.0,5.134043746494643,2.536848107416662,3.8354459269556527
ALB,2024,1,Bahrain Grand Prix,Williams,0.3130000000000024,90.221,89.908,13.0,13.0,95.86451664876478,49.0,3.0,4.669657879977541,2.309211531024082,3.4894347055008113
RIC,2024,1,Bahrain Grand Prix,RB,0.3700000000000045,90.278,89.908,14.0,14.0,95.68399013157897,48.0,3.0,4.381940549635408,3.0819473286478933,3.7319439391416505
MAG,2024,1,Bahrain Grand Prix,Haas F1 Team,0.6209999999999951,90.529,89.908,15.0,15.0,95.81791640866874,51.0,3.0,3.114974761637689,2.508681804208428,2.8118282829230585
BOT,2024,1,Bahrain Grand Prix,Kick Sauber,0.847999999999999,90.756,89.908,16.0,16.0,96.07455933952528,51.0,3.0,1.969153112731324,1.4101330537453278,1.6896430832383258
ZHO,2024,1,Bahrain Grand Prix,Kick Sauber,0.8490000000000038,90.757,89.908,17.0,17.0,95.7737543859649,51.0,3.0,1.964105440269157,2.697715395343395,2.330910417806276
SAR,2024,1,Bahrain Grand Prix,Williams,0.8619999999999948,90.77,89.908,18.0,18.0,95.6794222222222,45.0,4.0,1.89848569826135,3.101500063255952,2.499992880758651
OCO,2024,1,Bahrain Grand Prix,Alpine,0.8850000000000051,90.793,89.908,19.0,19.0,96.1703746130031,51.0,3.0,1.7823892316320205,1.0,1.3911946158160102
GAS,2024,1,Bahrain Grand Prix,Alpine,1.039999999999992,90.948,89.908,20.0,20.0,95.62215350877192,48.0,4.0,1.0,3.346636266273387,2.1733181331366938
VER,2024,2,Saudi Arabian Grand Prix,Red Bull Racing,-1.0750000000000028,87.472,88.547,1.0,1.0,91.35855555555555,45.0,2.0,10.0,10.0,10.0
LEC,2024,2,Saudi Arabian Grand Prix,Ferrari,-0.7560000000000002,87.791,88.547,2.0,2.0,91.8045652173913,46.0,2.0,8.602239532619269,8.303303801748033,8.45277166718365
PER,2024,2,Saudi Arabian Grand Prix,Red Bull Racing,-0.7399999999999949,87.807,88.547,3.0,3.0,91.55386956521738,46.0,2.0,8.532132424537455,9.256992468964492,8.894562446750975
ALO,2024,2,Saudi Arabian Grand Prix,Aston Martin,-0.7009999999999934,87.846,88.547,4.0,4.0,92.19665217391304,46.0,2.0,8.361246348588082,6.811738695789336,7.58649252218871
PIA,2024,2,Saudi Arabian Grand Prix,McLaren,-0.4579999999999984,88.089,88.547,5.0,5.0,92.06529545454546,44.0,2.0,7.296494644595894,7.311441875869543,7.303968260232718
NOR,2024,2,Saudi Arabian Grand Prix,McLaren,-0.414999999999992,88.132,88.547,6.0,6.0,91.9703953488372,43.0,2.0,7.108081791626051,7.672457930782324,7.390269861204187
